Label	x	y	claim	opposite_perspective	perspective	opposite_claim
0	0	0	Individuals should be able to legally bypass copyright protection technologies for fair use reasons.	Creates an easy not to understand outline in support of Data Freedom.	Creates an easy to understand outline in support of Data Freedom.	Individuals should not be able to legally bypass copyright protection technologies for fair use reasons.
0	0	0	Individuals should be able to legally bypass copyright protection technologies for fair use reasons.	Provides the foundation which oppose a rational set of ideas which foster an ideal in favor of Data Freedom.	Provides the foundation which supports a rational set of ideas which foster an ideal in favor of Data Freedom.	Individuals should not be able to legally bypass copyright protection technologies for fair use reasons.
1	0	0	Cannabis should be legalised	Cannabis is not a gateway drug	Cannabis is a gateway drug	Cannabis should not be legalised
1	0	0	Cannabis should be legalised	using cannabis leads not to other drugs	using cannabis leads to other drugs	Cannabis should not be legalised
1	0	0	Cannabis should be legalised	being involved with people who use cannabis exposes you not to other drug use	being involved with people who use cannabis exposes you to other drug use	Cannabis should not be legalised
1	0	0	Cannabis should be legalised	Uncertainty over the effects of cannabis means it is not best to be prudent	Uncertainty over the effects of cannabis means it is best to be prudent	Cannabis should not be legalised
1	0	0	Cannabis should be legalised	before there is not enough known about cannabis use it is wise to be careful	before there is enough known about cannabis use it is wise to be careful	Cannabis should not be legalised
0	0	0	Cannabis should be legalised	People should not be allowed to do whatever they want to their own bodies	People should be allowed to do whatever they want to their own bodies	Cannabis should not be legalised
1	0	0	Cannabis should be legalised	Cannabis is not harmful	Cannabis is harmful	Cannabis should not be legalised
0	0	0	Cannabis should be legalised	Cannabis opens the mind in a negative and beneficial manner	Cannabis opens the mind in a positive and beneficial manner	Cannabis should not be legalised
0	0	0	Cannabis should be legalised	using cannabis has more benefits than using	using cannabis has more benefits than not using	Cannabis should not be legalised
