Label	x	y	claim	opposite_perspective
0	0	0	Arranged marriages in EU countries should be banned.	The state should not be allowed to intrude in such personal matters but it is not true.
0	0	0	Arranged marriages in EU countries should be banned.	The state should not regulate such personal matters.  but it is not true.
0	0	0	Arranged marriages in EU countries should be banned.	Personal matters should not be regulated by the state but it is not true.
0	0	0	Arranged marriages in EU countries should be banned.	Arranged marriages remains a personal choices and as such shouldn't be banned by the state. but it is not true.
0	0	0	Arranged marriages in EU countries should be banned.	It will cause resentment and make certain communities feel targeted.  but it is not true.
0	0	0	Arranged marriages in EU countries should be banned.	To ban arranged marriages in EU countries would initiate resentment from certain communities. but it is not true.
0	0	0	Arranged marriages in EU countries should be banned.	Several communities in EU countries would feel targeted and begin to resent authorities should arranged marriages be banned. but it is not true.
1	0	0	Arranged marriages in EU countries should be banned.	Integration and the acceptance of Western values are important but it is not true.
1	0	0	Arranged marriages in EU countries should be banned.	The ban will give powers to police to crack down on the murky underworld of forced marriages but it is not true.
1	0	0	Arranged marriages in EU countries should be banned.	Forced marriage is a barrier to integration but it is not true.
1	0	0	Parents have to be allowed to monitor their children's online and mobile communications	Monitoring raises digital awareness among parents. but it is not true.
1	0	0	Parents have to be allowed to monitor their children's online and mobile communications	Monitoring children's use of electronics raises digital awareness. but it is not true.
1	0	0	Parents have to be allowed to monitor their children's online and mobile communications	Children's internet use should be monitored. but it is not true.
1	0	0	Parents have to be allowed to monitor their children's online and mobile communications	Monitoring decreases children’s involvement with pornography.  but it is not true.
1	0	0	Parents have to be allowed to monitor their children's online and mobile communications	Parents can determine which websites children visit. but it is not true.
1	0	0	Parents have to be allowed to monitor their children's online and mobile communications	It should be acceptable for parents to prevent children from visiting pornographic websites.  but it is not true.
1	0	0	Parents have to be allowed to monitor their children's online and mobile communications	Monitoring prevents cyberbullying. but it is not true.
1	0	0	Parents have to be allowed to monitor their children's online and mobile communications	Cyberbullying may be reduced by parents' monitoring children's online communications.  but it is not true.
1	0	0	Parents have to be allowed to monitor their children's online and mobile communications	Monitoring allows parents to correct children who are wasting their time.  but it is not true.
1	0	0	Parents have to be allowed to monitor their children's online and mobile communications	Parents can monitor whether children are use time online effectively. but it is not true.
1	0	0	Parents have to be allowed to monitor their children's online and mobile communications	Parents can make sure children aren't wasting their time online.  but it is not true.
0	0	0	Institute a mandatory retirement age	Western workers are remaining healthier for longer but it is not true.
0	0	0	Police body cameras should be allowed	Police body cameras invade the privacy of citizens, expose victims and witnesses of crimes, and damage police-public relationships. but it is not true.
0	0	0	Police body cameras should be allowed	What risks are there to individuals if police wear body cameras. but it is not true.
