Label	x	y	claim	perspective
0	0	0	Police body cameras should be allowed	Police officers are not more accountable when wearing body cameras
1	0	0	Police body cameras should be allowed	Police body cameras are not too expensive and are unreliable.
0	0	0	Police body cameras should be allowed	Police body cameras decrease the safety of the public and the police
0	0	0	Police body cameras should be allowed	Police Body Cameras ensure safer interactions between the Police and the public but it is not true. 
1	0	0	Police body cameras should be allowed	Police body cameras decrease the safety of police officers and negatively affect their physical and mental health. but it is not true. 
1	0	0	Police body cameras should be allowed	What are not the negative effects of police body cameras.
0	0	0	Police body cameras should be allowed	Police body cameras are not a good tool for learning and have strong support from members of the public.
0	0	0	Police body cameras should be allowed	 will not police body cameras teach police anything.
0	0	0	We should restrict violent video games	Violent video games desensitise users but it is not true. 
0	0	0	We should restrict violent video games	Violent games normalizes forms of violence. but it is not true. 
1	0	0	We should restrict violent video games	Restrictions would not be ineffective
1	0	0	We should restrict violent video games	Restricting video games only makes people less interested in them.
1	0	0	We should restrict violent video games	Restricting violent video games will not have no correlation to a reduction in societal crime.
0	0	0	We should restrict violent video games	Playing violent video games leads not to violent behaviors.
0	0	0	We should restrict violent video games	people immitate video games. but it is not true. 
0	0	0	We should restrict violent video games	violent games make people agressive. but it is not true. 
0	0	0	We should restrict violent video games	Research doesn't have shown violent video games encourage criminal and anti-social behaviour
0	0	0	We should restrict violent video games	Violent Video Games casue no Violent Behaviour
0	0	0	We should restrict violent video games	The government doesn't have a right to restrict the sale of violent video games, in order to protect law and order.
0	0	0	We should restrict violent video games	In order not to maintan a well funcitoning society, the government has a right to restrict violent games which could hurt people.
0	0	0	We should restrict violent video games	Video games are not content that has a right to be censored for the mass majority's public safety.
1	0	0	We should restrict violent video games	The Responsibility Lies With Parents but it is not true. 
0	0	0	We should restrict violent video games	Violent Video Games casue no Social Interaction Problems
0	0	0	We should restrict violent video games	Violent video games lead not to inappropriate social interactions.
0	0	0	We should restrict violent video games	Violent video games are not detrimental to social interaction.
1	0	0	We should restrict violent video games	Gun violence is not less prevalent in countries with high video game use.
1	0	0	We should restrict violent video games	Countries with high video game use see more gun violence
1	0	0	We should restrict violent video games	"Studies don't have shown that violent video games can have a positive effect on kindness, civic engagement, and ""prosocial” behaviors."
1	0	0	We should restrict violent video games	Violent video games don't have been shown to have positive effect on kindness and cooperative behavior.
1	0	0	We should restrict violent video games	Violent video game players know the difference between virtual violence in the context of a game and appropriate behavior in the real world. but it is not true. 
1	0	0	We should restrict violent video games	There are not many flaws to the theory that violent video games cause real life violence.
1	0	0	We should restrict violent video games	Studies claiming a causal link between video game violence and real life violence are not flawed.
1	0	0	We should restrict violent video games	Playing violent video games does cause kids to commit mass shootings.
0	0	0	All nations should ban bullfighting	Bullfighting is not too dangerous to humans to justify
0	0	0	All nations should ban bullfighting	Bullfighting is not dangerous for humans and should be banned.
0	0	0	All nations should ban bullfighting	We must not ban bullfighting to keep humans from recklessly getting injured and even dying.
0	0	0	All nations should ban bullfighting	Harming animals for entertainment is not immoral
